GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1990 Int. GK$) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austria ,Belgium ,Denmark ,Finland ,France,Germany ,Italy ,Netherlands ,Norway ,Sweden ,Switzerland ,UK,12 W. Europe,Ireland ,Greece ,Portugal ,Spain ,14 small WEC,30 W. Europe ,Australia ,N. Zealand ,Canada,USA,W. Offshoots ,Albania ,Bulgaria ,Czecho-slovakia,Hungary ,Poland ,Romania ,Yugoslavia ,7 E. Europe,Bosnia ,Croatia ,Macedonia ,Slovenia ,Serbia/Montenegro/Kosovo,F. Yugoslavia ,Czech Rep.,Slovakia ,F. Czecho-slovakia,Armenia ,Azerbaijan ,Belarus ,Estonia ,Georgia ,Kazakhstan,Kyrgyzstan ,Latvia ,Lithuania ,Moldova ,Russia,Tajikistan ,Turk-menistan ,Ukraine ,Uzbekistan ,F. USSR ,Argentina ,Brazil ,Chile ,Colombia ,Mexico ,Peru ,Uruguay,Venezuela,8 L. America,Bolivia ,Costa Rica,Cuba,Dominican Rep.,Ecuador ,El Salvador,Guatemala,Haïti,Honduras,Jamaica ,Nicaragua,Panama,Paraguay,Puerto Rico ,T. & Tobago ,15 L. America,21 Caribbean,L. America,China ,India ,Indonesia (& Timor until '99),Japan ,Philippines,S. Korea ,Thailand ,Taiwan,Bangladesh,Burma ,Hong Kong,Malaysia ,Nepal ,Pakistan,Singapore ,Sri Lanka,16 E. Asia,Afghanistan,Cambodia ,Laos,Mongolia ,North Korea ,Vietnam,24 Sm. E. Asia,30 E. Asia,Bahrain ,Iran,Iraq ,Israel ,Jordan ,Kuwait ,Lebanon ,Oman,Qatar,Saudi Arabia ,Syria ,Turkey ,UAE,Yemen ,W. Bank & Gaza ,15 W. Asia,Asia ,Algeria ,Angola,Benin ,Botswana,Burkina Faso,Burundi,Cameroon ,Cape Verde ,Centr. Afr. Rep.,Chad ,Comoro Islands,Congo 'Brazzaville',Côte d'Ivoire,Djibouti,Egypt ,Equatorial Guinea ,Eritrea & Ethiopia ,Gabon,Gambia ,Ghana,Guinea ,Guinea Bissau ,Kenya,Lesotho,Liberia,Libya ,Madagascar,Malawi,Mali,Mauritania ,Mauritius ,Morocco ,Mozambique,Namibia ,Niger,Nigeria,Rwanda,S. Tomé & P.,Senegal ,Seychelles,Sierra Leone,Somalia ,South Africa ,Sudan ,Swaziland,Tanzania ,Togo,Tunisia ,Uganda ,Zaire (Congo-Kinshasa),Zambia ,Zimbabwe,3 Small Afr. ,Total Africa ,,World Total
1,212.5,135,72,8,2366,1225,6475,85,40,80,127.5,320,11146,,1100,180,1867,140,14433,144,0,32,272,448,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,,,1560,,,,,880,,,,,,,,,,,,,,,,,,,,,,2240,26820,33750,,1200,,,,,,,,,,,,,,,,,,,,,,,2000,500,,,,,,,,,4400,,,,10120,76735,900,,,,,,,,,,,,,,2700,,,,,,,,,,,220,,,,,,450,,,,,,,,,,,,,,,,440,,,,,,8030,,105402
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,297.5,170,144,16,2763,1435,2250,127.5,80,160,123,800,8366,,400,255,1800,104,10925,160,4,64,520,748,,,,,,,,2600,,,,,,,,,,,,,,,,,,,,,,,,,2840,,,,,1800,,,,,,,,,,,,,,,,,,,,,,4560,27494,33750,,3188,,,,,,,,,,,,,,,,,,,,,,,2925,1300,,,,,,,,,4200,,,,12415,85815,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,860,,,,,,,,,,,,,,,,,,,,,,13720,,121208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,1414,1225,443,136,10912,8256,11550,723,183,358,411,2815,38426,421,433,606,4495,199,44159,180,40,100,800,1120,,,,,,,,6696,,,,,,,,,,,,,,,,,,,,,,,,,8458,,400,,,3188,,,,,,,,,,,,,,,,,,,,,,7288,61800,60500,6046,7700,,3282,,,,,,,,,,,,,,,,1518,,,,,2400,550,,,,,,,,,3780,,,,10495,161317,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,,,,645,,,,,,,,,,,,,,,,,,,,,,19283,,248321
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,2093,1561,569,215,15559,12656,14410,2072,266,532,750,6007,56690,615,725,814,7029,250,65508,180,40,100,600,920,,,,,,,,9289,,,,,,,,,,,,,,,,,,,,,,,,,11426,,342,,,1134,,,,,,,,,,,,,,,,,,,,,,3763,96000,74250,,9620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4740,,,,12637,217089,,,,,,,,,,,,,,,2375,,,,,,,,,,,,,,,,,968,,,,,,,,,,,,,,,,,,,,,,23349,,331344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,2483,2288,727,255,19539,13650,14630,4047,361,945,1068,10709,70702,1377,795,1638,7481,311,80927,180,40,86,527,833,,,,,,,,11393,,,,,,,,,,,,,,,,,,,,,,,,,16196,,574,,,2558,,,,,,,,,,,,,,,,,,,,,,6346,82800,90750,7598,15390,,5005,,,,,,,,,,,,,,,,2315,,,,,3000,550,,,,,,,,,5040,,,,12291,229671,,,,,,,,,,,,,,,2138,,,,,,,,,,,,,,,,,753,,,,,,,,,,,,,,,,,,,,,,25692,,371058
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,4104,4529,1471,913,35468,26819,22535,4288,777,2107,2165,36232,141408,6231,1482,3043,12299,628,158860,173,40,738,12548,13499,,,6501,,,,,24906,,,,,,,,,,,,,,,,,,,,,,,,,37678,,2912,535.1795909,,5000,,,330,11172,,,,,,,,,,281,,,,,,3240,509,14921,228600,111417,10970,20739,1271,5637,2659,1100,,1767,12.3,173,1541,,2.5,667,386555.8,,,,,2607,3453,1000,10651,,3857,643,,128,,218,,,,880,6478,,,204,15270,412476.8,1157,,,,,,,,,,,,,,1992,,,,,570,,,,,,,,,,,,1156,,,,,,,,,,,643,,,,,376,,,,,,31161,,693501.8
1821,,,1541,,38524,,,4458,,2219,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.4070486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,,,1564,,37267,,,4498,,2298,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.3404276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,,,1564,,38706,,,4702,,2329,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.5151722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,,,1611,,40025,,,4871,,2434,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.5020897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,,,1623,,38526,,,4871,,2452,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.6663129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,,,1646,,39783,,,4902,,2490,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.2102214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,,,1693,,39179,,,5125,,2340,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.2503952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,,,1716,,39158,,,5373,,2497,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.2989276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,,,1681,,40415,,,5492,,2558,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.7099383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,4948,5078,1693,,39655,37250,,5300,938.0638976,2502,,42228,,,,,,,,280,40,1169,18219,19708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.6199906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,,,1681,,40378,,,5298,872.6175791,2513,,44249,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.5661272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,,,1728,,44090,,,5638,894.4330186,2461,,43800,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.2090234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,,,1716,,43416,,,5742,1003.510216,2609,,44249,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.7429896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,,,1809,,43663,,,5750,1057.973589,2683,,46046,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.0577309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,,,1798,,45312,,,5823,1047.141095,2710,,48517,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.1471747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,,,1798,,44803,,,5980,1028.936487,2777,,50314,,,,,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.573405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,,,1844,,45669,,,6205,1039.844207,2795,,49640,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.9356988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,,,1856,,47899,,,6380,1050.751926,2688,,52336,,,,,,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.9706747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,,,1879,,46367,,,6485,1057.973589,2785,,54806,,,,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.119528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,5628,,1938,,49828,,,6588,1159.829124,2889,,53234,,,,,,,,577,28,1972,27694,30271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.5190463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,,,1938,,51045,,,6734,1192.552283,2878,,52111,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.7644376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,,,1949,,49933,,,6756,1214.367722,2794,,50988,,,,,,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.140239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,,,2054,,52595,,,6680,1199.773946,2886,,51886,,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.7442622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,,,2159,,54497,,,6723,1236.183162,3054,,55031,,,,,,,,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.8710631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,,,2218,,52833,,,6807,1305.240312,3161,,57951,,,,,,,,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.861834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,,7277,2265,,52965,,,6837,1345.260359,3077,,61770,,,,,,,,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.82229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,,7633,2253,,58806,,,6869,1305.240312,3144,,62219,,,,,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.247025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,,7665,2370,,55198,,,6938,1243.404825,3272,,62893,,,,,,,,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.223794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,,7892,2510,,56933,,,7119,1287.035704,3446,,64016,,,,,,,,1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.126244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,6519,8216,2649,1483,58039,48178,33019,7345,1330.666583,3528,3541,63342,237189.6666,,2484,3524,16066,1050,260313.6666,1195,103,3304,42583,47185,,,9981,,,,,38593,,,,,,,,,,,,,,,,,,,,,,,,,,,4959,1313.492982,,,,,,,,,,,,,,,,217,,,,,,,,,247200,125681,14633,21732,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,,8442,2521,,57188,47941,,7551,1428.83606,3525,3633,66037,,,,3793,16311,,,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.665119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,,8668,2615,,60931,48890,,7642,1428.83606,3476,3863,67160,,,,,17053,,,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.517168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,,8894,2626,,57969,48653,,7578,1508.876155,3527,3729,69631,,,,,17192,,,2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386.699755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,,9444,2638,,60763,49840,,7790,1567.025585,3608,3314,71428,,,,,17506,,,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.884773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,,9509,2930,,59842,49128,,7941,1668.805894,3861,3873,71203,,,,3552,18391,,,2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.228342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,,10026,2766,,62469,53162,,8036,1657.898175,3822,3869,76370,,,,,17892,,,3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.978291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,,10285,2813,,66038,55773,,8179,1585.230194,3930,4200,77717,,,,,17489,,,3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.267769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,,10350,2790,,70645,55536,,8039,1665.195063,4149,5298,77942,,,,,17902,,,2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.001719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,,10350,2977,,66046,55773,,7810,1727.03055,4408,5035,79964,,,,,18700,,,3793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.725453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,7528,10867,2953,1667,70577,59096,,7887,1814.217082,4570,4379,81760,,,,,19336,,,3838,292,4887,69346,78363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.934706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,,11029,3000,1680,66154,57672,37995,8007,1781.493923,4600,4691,84007,,,,3597,19595,,,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827.609328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,,11320,3093,1590,71812,60520,39141,8123,1948.795776,4352,5049,84680,,,,,19729,,,3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832.150908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,,11644,3292,1718,74416,65029,38377,8427,1974.222047,4725,5047,85354,,,,,20190,,,3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913.338604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,,12032,3257,1756,75256,66928,39523,8760,2072.391525,4879,4778,87600,,,,,20206,,,4329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026.590298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,,12032,3373,1744,73157,67165,40503,9015,2185.079554,5090,5183,90296,,,,3745,19586,,,4303,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107.606831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,,12388,3373,1763,73651,67640,42482,9255,2225.582417,4993,5135,91644,,,,3887,20612,,,4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165.402328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,,12452,3373,1622,69308,67877,38950,9335,2280.457265,5118,4514,90745,,,,4000,20566,,,5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092.260513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
