GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1990 Int. GK$) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Byzantium/  Ottoman Empire/ Turkey ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austria ,Belgium ,Denmark ,Finland ,France,Germany ,(Centre-   North)           Italy ,Holland/     Netherlands ,Norway ,Sweden ,Switzerland ,England/GB/UK,12 W. Europe,Ireland ,Greece ,Portugal ,Spain ,14 small WEC,30 W. Europe ,Australia ,N. Zealand ,Canada,USA,W. Offshoots ,Albania ,Bulgaria ,Czecho-slovakia,Hungary ,Poland ,Romania ,Yugoslavia ,7 E. Europe,Bosnia ,Croatia ,Macedonia ,Slovenia ,Montenegro,Serbia,Kosovo,F. Yugoslavia ,Czech Rep.,Slovakia ,F. Czecho-slovakia,Armenia ,Azerbaijan ,Belarus ,Estonia ,Georgia ,Kazakhstan,Kyrgyzstan ,Latvia ,Lithuania ,Moldova ,Russia,Tajikistan ,Turk-menistan ,Ukraine ,Uzbekistan ,F. USSR ,Argentina ,Brazil ,Chile ,Colombia ,Mexico ,Peru ,Uruguay,Venezuela,8 L. America,Bolivia ,Costa Rica,Cuba,Dominican Rep.,Ecuador ,El Salvador,Guatemala,Haïti,Honduras,Jamaica ,Nicaragua,Panama,Paraguay,Puerto Rico ,T. & Tobago ,15 L. America,21 Caribbean,L. America,China ,India ,Indonesia (Java before 1880),Japan ,Philippines,S. Korea ,Thailand ,Taiwan,Bangladesh,Burma ,Hong Kong,Malaysia ,Nepal ,Pakistan,Singapore ,Sri Lanka,16 E. Asia,Afghanistan,Cambodia ,Laos,Mongolia ,North Korea ,Vietnam,24 Sm. E. Asia,30 E. Asia,Bahrain ,Iran,Iraq ,Israel ,Jordan ,Kuwait ,Lebanon ,Oman,Qatar,Saudi Arabia ,Syria ,,UAE,Yemen ,W. Bank & Gaza ,15 W. Asia,Asia ,Algeria ,Angola,Benin ,Botswana,Burkina Faso,Burundi,Cameroon ,Cape Verde ,Centr. Afr. Rep.,Chad ,Comoro Islands,Congo 'Brazzaville',Côte d'Ivoire,Djibouti,Egypt ,Equatorial Guinea ,Eritrea & Ethiopia ,Gabon,Gambia ,Ghana,Guinea ,Guinea Bissau ,Kenya,Lesotho,Liberia,Libya ,Madagascar,Malawi,Mali,Mauritania ,Mauritius ,Morocco ,Mozambique,Namibia ,Niger,Nigeria,Rwanda,Sao Tomé & Principe,Senegal ,Seychelles,Sierra Leone,Somalia ,Cape Colony/ South Africa ,Sudan ,Swaziland,Tanzania ,Togo,Tunisia ,Uganda ,Congo-Kinshasa,Zambia ,Zimbabwe,3 Small Afr. ,Total Africa ,,Total World,,,,,
1936,2994.704498,4913.320625,5574.760881,3278.775896,4243.998067,4450.741659,2540.304405,5189.67884,4035.127011,4640.374972,7574.23294,6035.168539,4512.61656,3052.241321,2455.271565,1522.792608,1988.835147,3461.696306,4148.232252,5515.848445,5839.802289,4124.205995,6203.883782,6010.860709,,1385.526077,2598.636471,2618.191909,1624.641666,1194.184808,1169.263197,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.644731,3911.963942,1235.103268,2847.455403,1744.447739,1768.434874,1931.43425,3458.973002,3448.986162,2012.542026,,1600,1573.093961,,1033.2241,985.1612903,2305.445545,,1133.018868,,997.3333333,,,,,,,,597.357267,697.0084769,984.6870218,2244.421399,1363.642345,802.3289907,,1408.991532,,838.2352941,,1478.069297,,,2258.509067,1174.659263,,,,,,,,,,,,,,,,,,,,,1587.744919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912.214744,,,,,,,,,,,,,,,,,,
1937,3155.730422,4960.958543,5668.46359,3441.179537,4486.636728,4684.922823,2772.273808,5432.696825,4193.036522,4754.856294,8360.382179,6217.618516,4737.769563,2956.580733,2768.822601,1757.301244,1807.770635,3620.313565,4335.407432,5745.651221,6101.559546,4473.410458,6430.121478,6246.549825,,1511.961795,2881.534059,2542.862551,1915.499848,1130.447758,1172.371812,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155.801458,4125.313665,1249.903068,3181.244397,1750.836756,1795.869902,1926.022487,3462.25924,3895.887661,2086.224208,,1801.724138,1779.435391,,1043.556341,1064.968153,2206.280193,,1062.962963,,1053.246753,,,,,,,,579.7489425,676.1067673,1082.086968,2315.116291,1427.681038,871.8571736,,1387.57394,,,,1308.491861,,,2524.110485,1246.618801,,,,,,,,,,,,,,,,,,,,,1612.2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2038.09004,,,,,,,,,,,,,,,,,,
1938,3559.49578,4832.349773,5762.390786,3589.443654,4466.211463,4993.596663,2830.122203,5249.601036,4262.209757,4900.869956,7966.641042,6266.451552,4842.694763,3052.434457,2676.816315,1747.32906,1790.221132,3696.804895,4420.501086,5886.326767,6462.177681,4545.909535,6126.465672,5998.703927,,1498.874533,,2655.400617,2182.335236,1241.921193,1248.770563,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149.731032,4071.915168,1275.987842,3160.88871,1842.99481,1794.265415,1924.963925,3676.229508,4144.368583,2108.479298,,1876.271186,1357.723577,,1053.991904,977.3584906,2224.170616,,1104.545455,972.4849527,1075.641026,,,,,,,,562.3081179,668.3727732,1056.508573,2449.274767,1440.190787,903.770315,826.435247,1440.197922,,739.671725,,1361.436528,,,2069.894741,1225.310174,,,,,,,,,,,,,,,,,,,,,1724.141984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956.112296,,,,,,,,,,,,,,,,,,
1939,4095.905907,5149.617731,5992.95138,3407.697775,4793.310501,5406.243686,2980.824961,5543.976885,4440.631309,5251.155897,8092.206392,6262.40095,5094.640234,3052.147239,2637.64673,1748.977707,1914.645139,3890.921409,4643.855606,5845.561325,6459.654579,4768.131374,6560.752659,6390.090042,,1676.446333,,2837.775994,,,1299.712618,,,,,,,,,,,,,,,,,,,,,,,,,,,,2236.803393,4147.909463,1262.77644,3169.254805,1904.87257,1858.033621,1904.54402,3691.872428,4305.361156,2136.272707,,1867.213115,1410.940627,,1064.531823,1035.403727,2456.744186,,1115.178571,,1286.419753,,1894.106814,,,,,,,673.6339801,1046.290009,2816.056769,1508.325653,803.680897,,1379.595667,,,,1609.366184,,,2378.693044,1186.218212,,,,,,,,,,,,,,,,,,,,,1814.009248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053.292967,,,,,,,,,,,,,,,,,,
1940,3959.214318,4561.75641,5116.283925,3220.41536,4042.167878,5402.505907,2897.09292,4831.35995,4038.092196,4854.63768,8138.787187,6856.004977,4987.688168,3052.062204,2222.93956,1615.114007,2080.405327,3823.767725,4550.501184,6166.139165,6300.441932,5368.24538,7009.637213,6837.844866,,1682.926124,,2626.40244,,,,1968.706774,,,,,,,,,,,,,,,,,,,,,,,,,,,2143.649538,4161.43383,1249.72029,3236.214804,1895.137308,1851.959006,1910.714286,3660.559796,4045.16641,2122.19019,,1762.903226,1208.059571,,1109.44536,1111.042945,2742.272727,,1160,,1372.289157,,1752.475248,,,,,2042.324647,,686.2849018,1127.079801,2874.290172,1506.964124,893.3307471,,1250.117721,,,,1278.064041,,,,1250.896642,,,,,,,,,,,,,,,,,,,,,1675.270748,,,,,1080.167766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144.577601,,,,,,,,,,,,,2180.516457,,,,,
1941,4217.355523,4358.011721,4573.745793,3322.210967,3309.381894,5711.149707,2822.256568,4531.200089,4112.47314,4711.672961,8046.673515,7481.676373,5045.622684,3052.121617,1873.947297,1746.938249,2029.562339,3874.074074,4585.748727,6788.230066,6128.782689,6050.767304,8205.683099,7953.679124,,1496.863564,,2626.222762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4303.959694,1306.924339,3140.72371,1877.197193,1949.463135,1880.458015,3682.435833,3902.615031,2168.455105,,1942.857143,1598.705502,,1091.087588,1073.939394,2824.888889,,1137.606838,,1483.333333,,1740.545295,,,,,,,690.6586673,1154.291817,2872.703885,,,,,,,,1238.386748,,,,1276.54401,,,,,,,,,,,,,,,,,,,,,1507.85631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202.072111,,,,,,,,,,,,,,,,,,
1942,3982.832375,3996.797987,4628.531899,3327.173409,2981.460838,5739.927154,2648.294967,4106.7286,3927.694536,4740.520133,7668.759038,7638.868347,4958.29676,3051.97435,1578.961711,1708.280092,2126.269956,3834.228188,4512.13307,7505.452112,6761.547895,7033.375888,9741.105188,9399.620458,,1442.280105,,2742.973147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4284.201059,1229.283243,3225.682877,1831.601853,2032.045328,1806.51456,3337.810945,3346.601054,2116.460548,,1687.692308,1321.003401,,1112.789681,1145.833333,2799.565217,,1014.166667,970.4944179,1395.348837,,1799.828179,,,,,,,679.4801918,,2818.216996,,,,,,,,1672.746781,,,,1322.726539,,,,,,,,,,,,,,,,,,,,,1556.72142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2226.036452,,,,,,,,,,,,,,,,,,
1943,4064.656287,3906.600801,5079.951887,3696.72588,2860.141231,5889.647924,2233.864462,3980.51851,3820.17679,4880.285361,7642.793632,7743.701982,4929.363481,3051.934827,1326.983692,1806.357649,2187.592375,3832.107023,4487.210753,7702.832504,6927.995713,7262.758564,11518.17157,10970.5912,,1472.285047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4182.167772,1367.949561,3256.110283,1791.587544,2051.389831,1804.161747,3330.708661,3574.887269,2165.639829,,1659.090909,1441.514961,,1222.404266,1234.911243,1834.615385,,1007.438017,1149.719776,1495.454545,,1795.969773,,,,,,,698.1741083,,2821.622643,,,,,,,,,,,,1284.148666,,,,,,,,,,,,,,,,,,,,,1398.184388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231.610377,,,,,,,,,,,,,,,,,,
1944,4152.13784,4112.138222,5543.104052,3684.57992,2421.769357,6083.747227,1797.188276,2649.173842,3587.542429,5011.080464,7724.139013,7405.391872,4726.733884,3051.970109,1116.007688,1892.682315,2271.452207,3666,4318.114443,7362.02709,6867.995768,7442.561135,12333.44966,11675.53167,,1308.534672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4578.966537,1385.924104,3255.812295,1862.597862,2159.496789,1926.001161,3704.622871,4309.057729,2294.155223,,1458.823529,1630.645494,,1206.8114,1151.162791,1741.422594,,1005.645161,,1447.777778,,1792.45283,,,,,,,682.8254438,,2658.972661,,,,,,,,,,,,1154.455138,,,,,,,,,,,,,,,,,,,,,1324.386833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.057798,,,,,,,,,,,,,,,,,,
1945,1724.591852,4332.845545,5066.13597,3449.515966,2573.141637,4514.283582,1608.634638,2686.259447,3979.865523,5145.115724,7475.094374,7056.134561,4129.112208,3018.97019,937.5853592,1803.558099,2101.559585,3188.039867,3785.576433,6916.898092,6928.295616,7132.952596,11708.64756,11107.10447,,1072.708596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4356.213147,1389.938332,3471.4887,1899.270237,2133.83072,1963.766049,3763.575204,5102.309492,2304.154403,1689.824561,1614.285714,1775.95296,,1181.125945,1090.804598,1731.967213,1044.740437,1219.047619,,1422.826087,2112.515803,1690.457097,,,,,,,663.9936647,,1346.12584,,,,,,,,,,,,1115.789474,,,,,,,,,,,,,,,,,,,,,1133.422033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278.287302,,,,,,,,,,,,,,,,,,
1946,1956.483429,4573.503167,5776.664228,3682.991592,3855.191735,2216.84344,2161.679895,4456.628289,4335.369531,5645.518038,8996.931088,6745.340106,3925.092285,3052.079811,1386.357509,1927.866831,2178.809418,3009.271523,3631.942898,6594.932834,7161.341103,6931.243312,9196.542969,8881.26859,,,,1720.767526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913.323749,4665.168191,1500.919409,3699.337778,2017.036489,2210.584525,2005.049088,4083.056478,5947.824848,2465.452471,1700.312175,1759.15493,1893.431236,,1288.946305,1095.454545,2002.4,1041.877744,1281.395349,1649.460709,1496.842105,2154.822335,1814.901961,,,,,,,621.7822736,,1444.216479,646.1251664,,,,,,,,,,,1050.33557,,,,,,,,,,,,,,,,,,,,,1430.413309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.980299,,,,,,,,,,,,,,,,,,
1947,2166.467365,4800.371361,6034.848046,3716.845038,4137.897861,2436.091022,2555.551323,5048.07892,4864.262941,6091.26166,9182.168889,6604.41059,4143.532704,3092.131809,1762.783902,2070.512037,2197.516806,3171.070013,3832.52528,6664.39905,7846.33222,7088.210526,8885.994381,8635.061654,,,,1773.53696,,,1211.047421,,,,,,,,,1211.047421,,,,,,,,,,,,,,,,,,,2125.87931,5089.47231,1517.878525,3240.153689,2041.95507,2221.439376,2026.751241,4312.558575,6893.605931,2550.478876,1710.219479,2035.616438,2120.535714,,1391.548995,1362.359551,1975.097276,1047.762191,1333.333333,1512.434062,1455.102041,2200.248756,1541.762452,,,,,,,617.5722543,,1540.944457,875.0646396,,,,,,,1069.132389,,,,1073.468808,,,,,,,,,,,,,,,,,,,,,1476.079228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2287.664101,,,,,,,,,,,,,,,,,,
1948,2764.493962,5023.85918,6133.016706,3957.195041,4393.365361,2833.717215,2735.258562,5490.204082,5143.894237,6161.899533,9115.65299,6745.635942,4943.796535,3230.485762,1798.425603,2046.26938,2185.734592,3366.688611,4516.990792,6967.459754,6929,7065.324127,9064.562251,9268.434191,,,3088.437025,2200.04223,,816.3748073,1425.547922,,,,,,,,,1425.547922,,,,,,,,,,,,,,,,,,,2401.798972,5251.776208,1596.229078,3711.880097,2050.372528,2247.949868,2058.56833,4405.092593,7394.128875,2695.769309,1727.118644,2094.666667,1842.444951,,1539.410517,1707.18232,1987.878788,1046.235139,1331.111111,,1550,2024.3309,1524.344569,,,,,,,616.9342857,,1725.285884,992.6699468,,,,,,,1184.903749,,,,1159.166207,,,,,,,,,,,,,,,,,,,,,1637.378448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2414.121014,,,,,,,,,,,,,,,,,,
1949,3293.205387,5193.39459,6494.368794,4143.257633,4946.344744,3282.463856,2948.366982,5880.474086,5227.197881,6353.205402,8756.59375,6955.693353,4657.314383,3404.22677,1868.508147,2056.549406,2154.82261,3620.07874,4268.10427,7236.792524,7520.552646,7064.080481,8943.744321,8703.915534,,,3259.392025,2354.191678,,,1545.142398,,,,,,,,,1545.142398,,,,,,,,,,,,,,,,,,,2623.273239,5047.398128,1659.260572,3568.799039,2107.337172,2304.364169,2176.619568,4503.656307,7543.578073,2681.732219,1743.297587,2123.376623,1958.225028,,1523.708517,1525,2110.661765,1045.72175,1310.791367,,1477.669903,2031.026253,1740.11713,,,,,,,624.3126761,739.8069183,1799.825877,1024.663677,,,,,,,1530.605511,,,,1199.061033,,,,,,,,,,,,,,,,,,,,,1518.85238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395.998698,,,,,,,,,,,,,,,,,,
1950,3706.074894,5462.204473,6943.104659,4253.286438,5185.850699,3880.887181,3171.70207,5996.12776,5429.510033,6739.226206,9063.698338,6939.37399,4943.796535,3452.898362,1915.007452,2086.405496,2188.970566,3846.196615,4516.990792,7411.576424,8455.649239,7291.479766,9561.34786,9268.434191,1001.338615,1651.031111,3500.637125,2479.958155,2446.892687,1181.951961,1427.869832,2088.353972,,,,,,,,1427.869832,,,,,,,,,,,,,,,,,,,2841.458048,4986.724458,1671.722669,3669.741798,2152.841293,2365.019284,2307.631838,4659.397751,7461.959519,2695.769309,1919.358734,1963.131876,2046.22565,1026.788295,1607.410041,1488.81328,2084.893916,1050.619588,1313.356345,1326.784876,1615.788457,1915.962093,1584.366142,2143.823264,3674.050633,1723.387557,2533.084264,2504.518944,448.0217258,619.0027855,817.2944876,1920.720721,1070.262527,853.8902207,817.0493934,915.7725322,539.5438685,395.6863568,2218.149307,1559.265373,496.3339475,643.0199457,2218.960963,1252.871163,666.5416975,644.7561632,481.9767533,612.9426337,435.4220318,853.8570858,658.0757944,1385.311711,709.7165273,2104.453947,1719.610564,1363.606289,2817.303103,1663.149003,28878.13814,2428.739425,623.0946166,30387.13122,2230.766033,2408.502291,1622.932766,15797.55809,911.2310739,960.199005,1776.259855,716.1245952,1364.739583,1051.821964,1083.628047,348.5066556,474.3126568,360.1424594,670.9511292,449.6476245,771.5770558,475.5022397,560.3052244,1198.207092,1040.877903,1499.581538,909.9025846,539.7625045,390.0745507,3108.377318,607.3646754,1121.79355,303.3210325,289.1527247,650.600947,355.3660397,1054.758856,857.1681204,951.0104714,324.0556034,456.8752297,463.9176731,2489.758687,1455.361355,1133.420417,2159.70487,617.0308462,752.6813238,546.902048,820.3582789,1258.898388,1912.258166,656.2684004,1056.633245,2534.756547,820.8368139,721.0890744,423.7136893,573.9940204,1114.596259,686.8541034,569.7420742,660.910009,700.9793733,752.0472397,889.0234423,,2103.825609,,,,,
1951,3959.367603,5746.921144,6936.486028,4571.195612,5461.107741,4205.811718,3450.709971,6031.968439,5670.275908,6948.845087,9684.14403,7123.364486,5205.075619,3544.068197,2061.754012,2167.662907,2386.492902,3721.531514,4760.560061,7507.343783,7653.324528,7533.490223,10116.24634,9759.963039,1044.557973,1988.63345,3523.729361,2694.968371,2510.237989,1255.709427,1464.852738,2182.147559,,,,,,,,1464.852738,,,,,,,,,,,,,,,,,,,2805.852795,5073.029915,1702.101909,3730.99784,2150.104471,2477.383186,2425.698295,4954.882009,7663.18703,2773.120112,2012.631093,1951.222781,2175.567149,1116.519403,1606.370574,1480.080975,2047.29289,1049.586777,1344.466219,1412.193239,1674.169788,1851.325964,1572.62692,2205.369128,3893.94173,1769.534746,2613.849097,2576.620629,491.0185119,622.909589,864.014163,2125.608509,1150.57671,787.0210411,848.8702115,949.0413074,541.1503052,446.4264056,2295.439885,1440.02307,505.2987024,607.5448181,2252.598071,1292.704043,702.8076598,652.7874495,486.340766,620.5699143,447.4375013,708.9837717,676.3311657,1410.178354,695.7250747,2184.904296,1673.617463,1445.382531,3158.946316,1695.372975,29777.138,2120.7179,649.561438,30523.41113,2373.897662,2264.131967,1784.411094,16709.16025,917.5192861,997.0355731,1840.314197,752.1544461,1346.940207,1076.17967,1063.127082,355.133513,487.1424733,374.1520796,687.4081701,455.3213131,790.4863396,486.3055451,580.9421541,1221.962938,1058.016897,1545.516195,904.6541686,560.5800135,394.5128951,3204.427401,627.389177,1133.535441,316.7334766,305.6961328,771.2454534,369.9928997,1089.855567,924.6244155,971.5639569,331.8413374,464.4950134,477.2111986,2540.240627,1458.018745,1155.455434,2175.675746,629.6416182,791.8215135,567.266078,817.8116029,1281.419951,2018.680078,684.5663198,1097.660339,2591.106408,836.9864309,745.2251521,465.9459337,583.7373394,1106.175064,642.0306323,624.2989169,687.5873846,721.8036552,773.7047116,911.5926676,,2191.343608,,,,,
1952,3967.22063,5668.236468,6955.237656,4674.489671,5564.259911,4552.602009,3590.602717,6083.805915,5813.921634,6996.113504,9630.114226,7090.71981,5338.195581,3642.42269,2053.21178,2161.376018,2558.470494,3964.453351,4889.060178,7417.837696,7796.293753,7833.035205,10315.54461,9949.936235,1046.233054,1893.255333,3597.634511,2761.989525,2521.209018,1333.07276,1333.414293,2185.803979,1187.856839,1709.432124,1429.706194,2347.463813,1119.131315,1234.421862,587.5695257,1333.414293,,,,,,,,,,,,,,,,,,,2936.641173,4717.413859,1752.235235,3893.03185,2214.436653,2503.987733,2487.384278,4956.579441,7991.811114,2773.955626,2030.64875,2113.747238,2206.632481,1172.458583,1746.520167,1549.784249,2024.005054,1091.335627,1356.219929,1504.10737,1899.999142,1900.902051,1505.904069,2341.266278,3940.559704,1825.492873,2697.032554,2589.741901,537.6140339,629.4301075,900.8637011,2336.424682,1185.853489,835.2758418,869.1178832,1028.265471,548.3139665,449.299726,2377.346065,1471.464699,517.0684874,595.5755449,2279.503106,1312.613774,743.3035335,663.5939493,504.4914224,627.9160544,462.1170205,752.9196362,693.7597324,1467.193823,718.0687992,2267.331732,1628.976037,1556.517999,3028.991829,1725.896607,30023.39565,2193.195404,677.4142373,30107.4149,2469.807126,2786.32655,1947.096101,17246.39268,923.5326896,1034.313725,1937.075801,794.803959,1375.860182,1101.109498,1042.700761,359.4823129,499.6488509,379.2172314,703.7807246,461.1229619,808.9746451,496.9315502,587.4080823,1245.015076,1075.069177,1553.967223,900.02275,571.5233864,398.9478005,3302.308441,631.8716222,1083.966375,321.7317565,322.8723984,667.2278168,375.3307845,1096.943385,963.0009542,991.7546802,339.4053087,472.0796364,490.4394374,2528.454453,1459.772938,1178.107782,2191.324555,642.0328323,830.2512177,573.6669644,816.5169719,1303.245437,2049.663573,696.5772006,1111.993143,2618.992381,854.7717681,751.1645183,464.1510256,593.1455991,1219.79953,664.1424557,668.3484669,714.8305697,724.4619847,790.6549684,926.6038333,,2250.248879,,,,,
1953,4137.045846,5818.152074,7291.590376,4651.640334,5683.940683,4905.087597,3829.820934,6542.532753,5985.189448,7144.570283,9840.303403,7345.798826,5588.292182,3746.805139,2309.425688,2297.950215,2527.623818,4089.719655,5107.283891,7505.25744,7855.851667,7984.259099,10612.608,10220.30122,1088.53742,2085.074771,3544.214881,2785.505074,2617.649569,1411.111771,1436.070144,2257.829828,1178.037023,1843.336094,1489.785413,2450.859241,984.8522971,1408.828861,736.6419189,1436.070144,,,,,,,,,,,,,,,,,,,3012.586681,4874.493824,1784.168521,4112.131182,2276.61705,2439.087348,2578.5644,5138.533749,7956.457398,2814.374494,1800.019559,2352.712972,1900.372944,1122.651201,1760.745193,1615.907543,2032.119914,1039.384615,1421.056472,1691.065904,1887.618455,1969.469584,1508.683695,2470.508167,3954.002654,1775.51231,2785.924857,2614.016265,552.17668,656.8944591,913.1747761,2474.343696,1253.674354,1071.676294,935.2509666,1084.434302,547.1227632,454.0902059,2459.637856,1439.902369,542.8651752,637.2570368,2314.146669,1298.68757,774.3323163,692.0389394,497.3704035,634.9406804,475.5888946,965.9816643,712.2411708,1467.610135,764.7647669,2350.810851,1587.618247,2129.019205,2910.30313,1756.585661,31361.24124,2457.357023,706.5772683,30919.21372,2664.371785,3084.157203,2108.055727,18417.52233,930.1461013,1073.929961,2074.351089,831.4081583,1368.743129,1125.565927,993.7346608,365.6564946,512.2965697,387.7502842,720.0375387,467.0094045,826.9995035,507.3637548,597.9005056,1267.294574,1092.011508,1574.893742,894.2667669,586.6249511,414.8665833,3401.302775,640.4905469,1201.800981,328.5407585,341.5194078,632.7558867,384.335998,1112.93962,948.818018,1011.52277,347.0374908,480.049655,503.570962,2530.355274,1468.4836,1199.060769,2222.673557,654.1757349,831.2651309,583.875816,816.6666667,1324.31353,2084.045601,713.7314186,1132.468073,2674.948293,870.9842077,762.2961815,436.7559566,602.1919036,1243.592833,675.0621018,692.7456556,743.055273,759.6443335,827.3109959,940.2462535,,2319.997808,,,,,
1954,4554.761968,6029.108622,7371.311847,5001.552461,5915.17959,5246.799631,3947.212343,6906.865322,6225.503335,7402.103559,10287.07649,7619.206146,5849.707611,3793.965409,2358.295753,2393.392106,2695.591422,4177.728502,5346.306558,7790.585565,8743.398132,7699.418882,10359.10836,9999.555313,1120.48793,2024.696024,3651.565719,2850.23896,2714.773839,1496.068075,1464.50089,2324.46052,1159.200096,1993.511329,1522.282115,2758.335767,992.4594021,1344.534227,694.26569,1464.50089,,,,,,,,,,,,,,,,,,,3106.135868,4979.828648,1847.598649,3907.253806,2358.455624,2605.141138,2582.810465,5390.791365,8417.386109,2909.300238,1798.82239,2289.225246,1956.722191,1150.07693,1877.025748,1589.490001,2004.443128,1105.263158,1299.846861,1858.154724,2002.212121,1992.759876,1495.171182,2560.523939,3913.978495,1809.76932,2871.089602,2697.849407,556.936722,671.6632124,962.1885292,2581.869875,1308.095364,1123.956175,898.436119,1145.338738,547.0130793,419.3578276,2545.985031,1490.25706,548.5493349,636.4234968,2320.141003,1296.381138,791.1366467,694.1701167,541.8470287,641.6523777,490.2937536,1012.97218,732.0830663,1489.454176,787.1063252,2435.675745,1545.669126,2463.221025,3374.371495,1786.830498,33199.89516,2745.03133,735.8996407,32302.48817,2911.893197,3452.995684,1992.727782,19884.25814,935.7812551,1116.795367,2118.515417,849.9180082,1436.990149,1079.281895,1002.016354,371.8371087,525.530945,401.9177807,736.777913,460.4740938,845.2540808,518.3095003,618.874389,1289.851927,1109.783375,1622.202977,889.1168181,610.1938263,407.7430491,3504.338815,660.052415,1317.38135,342.7883823,407.8288755,686.8137896,398.8135822,1147.072591,915.2534258,1031.72296,354.7040981,487.526102,517.0230911,2586.934857,1476.279025,1206.608967,2292.126585,666.6192877,867.3407233,604.1784024,849.9150085,1345.731159,2173.632594,743.8896977,1175.451928,2763.328989,888.6384275,786.7676518,460.5822591,611.3803828,1248.923799,647.7832759,720.4598574,771.9412382,772.2374294,857.1362383,963.8710096,,2353.100516,,,,,
